번호,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,좌표정보(x),좌표정보(y)
5944,5590000,5.59E+17,2015-12-11,1,영업/정상,0,정상,031-855-3113,경기도 양주시 남면 상수리 165-7,경기도 양주시 남면 화합로 629-6,11426,양주동물병원,2023-03-30 19:48,U,2023-04-01 2:40,199932.7042,485468.2286
5945,5590000,5.59E+17,2017-01-03,1,영업/정상,0,정상,031-867-9119,경기도 양주시 남면 상수리 410-1번지,경기도 양주시 남면 감악산로 63-37,11409,사단법인 한국동물구조관리협회 동물병원,2017-01-03 15:13,I,2018-08-31 23:59,198456.2309,485280.2452
5946,5590000,5.59E+17,2017-07-25,1,영업/정상,0,정상,031-848-9111,경기도 양주시 광사동 652-1 201호,"경기도 양주시 부흥로 1938, 201호 (광사동)",11492,양주24시해든동물의료센터,2022-06-08 14:39,U,2022-06-10 2:40,206811.8919,476932.8752
5947,3830000,3.83E+17,2004-03-26,1,영업/정상,0,정상,031-465-3375,경기도 안양시 동안구 비산동 515-2 자이아이파크 상가동 205호,"경기도 안양시 동안구 비산로 18, 자이아이파크 상가동 205호 (비산동)",13924,우리동물병원,2022-03-15 17:46,U,2022-03-17 2:40,,
5948,4000000,4.00E+17,2018-04-13,1,영업/정상,0,정상,031-375-7590,경기도 오산시 수청동 608-8 104호,"경기도 오산시 청학로 250, 1층 104호 (수청동)",18110,도래동물병원,2020-07-21 17:48,U,2020-07-23 2:40,205353.5784,407676.0977
5949,4000000,4.00E+17,2018-05-31,1,영업/정상,0,정상,031-373-2975,경기도 오산시 금암동 502-1번지,"경기도 오산시 수목원로 466, 성민리치프라자 201,202호 (금암동)",18108,위더스동물의료센터,2019-01-14 14:02,U,2019-01-16 2:40,204370.1321,408160.399
5950,4000000,4.00E+17,2018-06-08,1,영업/정상,0,정상,031-373-0775,경기도 오산시 오산동 614-28번지,"경기도 오산시 성호대로 26, 1층 (오산동)",18130,장수동물의료원,2019-01-14 14:04,U,2019-01-16 2:40,205617.2018,405268.7257
5951,5600000,5.60E+17,1970-04-10,1,영업/정상,0,정상,,경기도 포천시 일동면 기산리 90-160번지,경기도 포천시 일동면 화동로 1044-1,11117,일동동물병원,2019-01-14 17:27,U,2019-01-16 2:40,227824.8745,494919.4308
5952,5600000,5.60E+17,1994-03-11,1,영업/정상,0,정상,542-1023,경기도 포천시 소흘읍 송우리 104,경기도 포천시 소흘읍 솔모루로 110,11174,백두산동물병원,2021-05-20 13:05,U,2021-05-22 2:40,213075.731,480925.0552
5953,5600000,5.60E+17,1994-09-24,1,영업/정상,0,정상,,경기도 포천시 관인면 탄동리 533-8번지,경기도 포천시 관인면 창동로 1841,11101,중앙동물병원,2016-10-24 13:05,I,2018-08-31 23:59,222020.471,517144.5195
5954,5590000,5.59E+17,2003-03-31,1,영업/정상,0,정상,031-879-7433,경기도 양주시 백석읍 오산리 541-3번지,경기도 양주시 백석읍 꿈나무로 163,11509,백석동물병원,2019-03-08 13:55,U,2019-03-10 2:40,198979.5884,476930.5986
5955,5590000,5.59E+17,2003-03-31,1,영업/정상,0,정상,031-879-4650,경기도 양주시 광적면 석우리 417-5번지,경기도 양주시 광적면 광적로 119,11414,김동물병원,2019-03-08 14:09,U,2019-03-10 2:40,198136.4678,480710.7945
5956,5590000,5.59E+17,2003-10-02,1,영업/정상,0,정상,031-857-7570,경기도 양주시 고암동 129-1번지,경기도 양주시 고암길 58 (고암동),11457,로얄동물병원,2020-06-11 18:11,U,2020-06-13 2:40,206032.185,481011.535
5957,4070000,4.07E+17,2016-01-12,1,영업/정상,0,정상,031-633-7582,경기도 이천시 진리동 27-3 다나빌딩,"경기도 이천시 구만리로 177, 다나빌딩 2, 3층 (진리동)",17381,24시스마일동물의료센터,2023-01-16 13:50,U,2023-01-18 2:40,240080.6173,419112.3929
5958,4070000,4.07E+17,2017-04-06,1,영업/정상,0,정상,,경기도 이천시 신둔면 수광리 274-6,경기도 이천시 신둔면 경충대로 3166,17303,김세영 Poultry Clinic,2023-03-10 13:12,U,2023-03-12 2:40,235597.8649,423084.1232
5959,3830000,3.83E+17,2004-05-13,1,영업/정상,0,정상,031-443-1280,경기도 안양시 만안구 박달동 68-8번지,경기도 안양시 만안구 박달로 512 (박달동),14009,바우동물병원,2019-01-14 15:32,U,2019-06-18 2:40,,
5960,3830000,3.83E+17,2006-06-12,1,영업/정상,0,정상,031-443-9726,경기도 안양시 만안구 안양동 714-94번지,경기도 안양시 만안구 병목안로 57 (안양동),14003,주현동물병원,2019-01-14 15:33,U,2019-06-18 2:40,,
5961,5590000,5.59E+17,2006-06-02,1,영업/정상,0,정상,031-859-0087,경기도 양주시 은현면 선암리 342-2번지,경기도 양주시 은현면 은현로 73-8,11427,안민 동물병원,2020-04-06 13:51,U,2020-04-08 2:40,202020.0033,485869.7955
5962,5590000,5.59E+17,2009-03-24,1,영업/정상,0,정상,031-865-5700,경기도 양주시 광사동 654-3번지 더테라스 102호,"경기도 양주시 고읍남로 14, 더테라스 102호 (광사동)",11492,해맑은동물병원,2020-06-11 18:06,U,2020-06-13 2:40,206945.2505,476963.4642
5963,5600000,5.60E+17,2000-09-07,1,영업/정상,0,정상,031-536-7589,경기도 포천시 신읍동 202-4,경기도 포천시 중앙로 170 (신읍동),11144,포천대신동물병원,2021-05-20 11:54,U,2021-05-22 2:40,218112.3184,488694.2337
5964,5600000,5.60E+17,2002-04-16,1,영업/정상,0,정상,031-536-0229,경기도 포천시 신읍동 70번지,경기도 포천시 중앙로 50 (신읍동),11149,우리동물병원,2019-01-14 17:19,U,2019-01-16 2:40,217416.1232,487686.0326
5965,5600000,5.60E+17,2002-12-01,1,영업/정상,0,정상,542-9482,경기도 포천시 소흘읍 송우리 494-1번지 정우빌딩,"경기도 포천시 소흘읍 호국로 571, 정우빌딩",11180,해피올동물병원,2019-01-14 17:21,U,2019-01-16 2:40,212275.9601,480062.0609
5966,5600000,5.60E+17,2003-04-11,1,영업/정상,0,정상,,경기도 포천시 영중면 양문리 772-12,경기도 포천시 영중면 양문로 82-1,11129,영중동물병원,2020-07-21 16:12,U,2020-07-23 2:40,221257.1706,499726.4525
5967,5600000,5.60E+17,2003-04-11,1,영업/정상,0,정상,,경기도 포천시 내촌면 내리 312-1번지,경기도 포천시 내촌면 내촌로 73-8,11189,신성동물병원,2019-01-14 17:45,U,2019-01-16 2:40,220012.378,476047.5512
5968,5590000,5.59E+17,2010-01-21,1,영업/정상,0,정상,031-858-2918,경기도 양주시 옥정동 1049-1번지,"경기도 양주시 옥정로 151, 힐링프라자 3층 2호 (옥정동)",11479,반창꼬동물병원,2020-05-19 13:19,U,2020-05-21 2:40,207885.4485,479205.3731
5969,3830000,3.83E+17,2004-04-16,1,영업/정상,0,정상,031-477-7275,경기도 안양시 동안구 호계동 801-4번지 영풍주상복합아파트상가 114호,"경기도 안양시 동안구 경수대로 472 (호계동, 영풍주상복합아파트상가 114호)",14125,김인천동물병원,2019-01-14 15:29,U,2019-06-18 2:40,196318.0354,429212.5104
5970,3830000,3.83E+17,2004-04-28,1,영업/정상,0,정상,"031-443-8875,7560",경기도 안양시 만안구 안양동 510-6번지 신강빌딩 지상1층,"경기도 안양시 만안구 안양로 150 (안양동,신강빌딩 지상1층)",,경기중앙동물병원,2019-03-25 15:05,U,2019-06-18 2:40,,
5971,4060000,4.06E+17,2017-11-17,1,영업/정상,0,정상,031-953-7587,경기도 파주시 문산읍 당동리 888-1번지,"경기도 파주시 문산읍 당동2로 11, 104호",10816,해오름동물병원,2017-11-17 9:17,I,2018-08-31 23:59,180921.5858,485062.8301
5972,4060000,4.06E+17,2018-02-20,1,영업/정상,0,정상,070-7796-0333,경기도 파주시 문발동 617-1,경기도 파주시 꽃창포길 16 (문발동),10884,Dr.Mini 하늘다람쥐 전문병원,2020-12-04 18:06,U,2020-12-06 2:40,174178.1314,468542.955
5973,4060000,4.06E+17,2018-03-21,1,영업/정상,0,정상,031-937-8225,경기도 파주시 야당동 1076번지,"경기도 파주시 경의로 1114, 에펠타워 202,203호 (야당동)",10908,운정호수동물메디컬센터,2018-09-17 14:48,U,2018-09-17 23:59,178804.2244,468269.5659
5974,4070000,4.07E+17,1979-10-11,1,영업/정상,0,정상,031-635-2371,,경기도 이천시 어재연로 24-0 (중리동),17374,이천동물병원,2019-04-16 11:08,U,2019-04-18 2:40,239348.7485,419751.7879
5975,3830000,3.83E+17,2006-07-05,1,영업/정상,0,정상,031-388-1845,경기도 안양시 동안구 비산동 1112-1번지 안양건설타워 105호,"경기도 안양시 동안구 시민대로 187, 105호 (비산동, 안양건설타워)",14047,제일동물병원,2019-01-14 15:33,U,2019-06-18 2:40,195651.6739,432187.9151
5976,3830000,3.83E+17,2008-11-19,1,영업/정상,0,정상,031-469-7581,경기도 안양시 만안구 안양동 693-1번지,경기도 안양시 만안구 안양로 355 (안양동),13988,이윤권양한방동물병원,2019-01-14 15:34,U,2019-06-18 2:40,,
5977,4070000,4.07E+17,1991-03-08,1,영업/정상,0,정상,031-633-9883,경기도 이천시 창전동 151-14번지,경기도 이천시 영창로 181 (창전동),17365,제일,2016-05-09 11:35,I,2018-08-31 23:59,239193.5631,420056.7701
5978,4070000,4.07E+17,1994-05-06,1,영업/정상,0,정상,637-2543,경기도 이천시 창전동 470-1,경기도 이천시 중리천로 99 (창전동),17370,하나,2022-03-03 11:20,U,2022-03-05 2:40,239667.6732,419671.3685
5979,4070000,4.07E+17,2014-06-30,1,영업/정상,0,정상,,경기도 이천시 중리동 216-8번지,경기도 이천시 중리천로82번길 34-1 (중리동),17374,협신가축병원,2016-05-09 14:42,I,2018-08-31 23:59,239477.057,419533.7097
5980,4070000,4.07E+17,1997-05-08,1,영업/정상,0,정상,,경기도 이천시 관고동 15-17,경기도 이천시 설봉로 46 (관고동),,나라동물병원,2023-03-20 14:31,U,2023-03-22 2:40,238786.5583,419926.4332
5981,4070000,4.07E+17,1999-09-16,1,영업/정상,0,정상,031-634-6611,경기도 이천시 중리동 229-6번지,경기도 이천시 남천로 76 (중리동),17377,이천축산업협동조합동물병원,2013-04-11 11:51,I,2018-08-31 23:59,239468.51,419500.505
5982,4070000,4.07E+17,2001-10-05,1,영업/정상,0,정상,031-637-5248,경기도 이천시 부발읍 아미리 766-1,경기도 이천시 부발읍 신아로 58,17332,주식회사 선진브릿지랩,2021-07-23 15:50,U,2021-07-25 2:40,243266.5164,417484.5921
5983,4070000,4.07E+17,2001-10-11,1,영업/정상,0,정상,631-3865,경기도 이천시 율현동 193-2,경기도 이천시 이섭대천로 914(율현동),17391,피그벳,2023-03-10 13:05,U,2023-03-12 2:40,239301.8788,416777.4588
5984,4070000,4.07E+17,2002-11-29,1,영업/정상,0,정상,031-643-5545,경기도 이천시 설성면 신필리 244-20,경기도 이천시 설성면 신암로 91,17413,J&C 동물병원,2023-03-10 13:06,U,2023-03-12 2:40,248692.1373,403900.899
5985,4070000,4.07E+17,2002-05-27,1,영업/정상,0,정상,031-632-8853,경기도 이천시 모가면 진가리 110-25번지,경기도 이천시 모가면 대월로63번길 70,,유수의과병원,2004-09-03 14:20,I,2018-08-31 23:59,242646.2916,407854.0792
5986,4070000,4.07E+17,1989-05-09,1,영업/정상,0,정상,,경기도 이천시 장호원읍 장호원리 388번지,경기도 이천시 장호원읍 서동대로8809번길 22-29,,주영 「산업동물에 대한 출장진료를 전문으로 함」,2016-05-09 10:40,I,2018-08-31 23:59,254639.8281,401777.254
5987,3830000,3.83E+17,1989-06-07,1,영업/정상,0,정상,031-384-3920,경기도 안양시 동안구 관양동 1406-38번지,"경기도 안양시 동안구 관악대로 327-1, 1층 (관양동)",13937,관양동물병원,2019-01-14 14:05,U,2019-06-18 2:40,196318.4454,433525.7175
5988,3830000,3.83E+17,1995-07-14,1,영업/정상,0,정상,031-388-0075,"경기도 안양시 동안구 평촌동 901-2 1,2층","경기도 안양시 동안구 귀인로 194, 1,2층 (평촌동)",14103,인방동물의료센터,2023-02-14 10:53,U,2023-02-16 2:40,196453.7108,431463.9569
5989,3830000,3.83E+17,1996-12-11,1,영업/정상,0,정상,031-384-9505,경기도 안양시 동안구 평촌동 900-1 평촌트윈마트,"경기도 안양시 동안구 평촌대로 142, 평촌트윈마트 106, 지하1층24호 (평촌동)",14103,평촌동물병원,2023-01-03 16:45,U,2023-01-05 2:40,196377.8815,431435.6886
5990,3830000,3.83E+17,2017-02-27,1,영업/정상,0,정상,031-446-6575,경기도 안양시 만안구 안양동 154-1번지,"경기도 안양시 만안구 태평로52번길 37, 202호 (안양동, 링크오빌딩)",14037,안양비산동물병원,2019-01-14 16:14,U,2019-06-18 2:40,,
5991,3830000,3.83E+17,2017-08-01,1,영업/정상,0,정상,031-474-2475,경기도 안양시 만안구 석수동 168-27,"경기도 안양시 만안구 경수대로 1234, 3층 301호 (석수동, 관악센터)",13913,24시마음든든동물병원,2023-03-14 14:10,U,2023-03-16 2:40,,
5992,3830000,3.83E+17,2017-08-03,1,영업/정상,0,정상,031-465-7582,"경기도 안양시 동안구 비산동 1052-3 1,2층","경기도 안양시 동안구 관악대로 267, 1,2층 (비산동)",13941,비타민동물메디컬센터,2021-02-25 9:26,U,2021-02-27 2:40,195733.8813,433399.9435
5993,5590000,5.59E+17,2003-03-31,1,영업/정상,0,정상,031-836-3507,경기도 양주시 광적면 가납리 728-12 1통4반,경기도 양주시 광적면 가래비길 39,11419,광적동물병원,2021-07-01 10:29,U,2021-07-03 2:40,198735.13,480010.4141
5994,5600000,5.60E+17,2005-02-25,1,영업/정상,0,정상,541-9488,경기도 포천시 소흘읍 송우리 728-4,경기도 포천시 소흘읍 송우로 87,11176,현대동물병원,2022-10-31 18:29,U,2022-11-02 2:40,212192.8191,480861.781
5995,5600000,5.60E+17,2006-08-14,1,영업/정상,0,정상,,경기도 포천시 신읍동 441번지,경기도 포천시 왕방로 68 (신읍동),11150,카우만 동물병원,2018-10-31 16:37,U,2018-11-02 2:35,216606.88,487555.6226
5996,5600000,5.60E+17,2007-11-15,1,영업/정상,0,정상,,경기도 포천시 영북면 운천리 518-7번지,경기도 포천시 영북면 영북로203번길 30,11105,대한동물병원,2019-01-14 17:47,U,2019-01-16 2:40,223680.0853,509960.3352
5997,5600000,5.60E+17,2008-12-17,1,영업/정상,0,정상,031-535-2978,경기도 포천시 신읍동 202-4번지,경기도 포천시 중앙로 170 (신읍동),11144,포천동물병원,2019-01-14 17:48,U,2019-01-16 2:40,218112.3184,488694.2337
5998,5600000,5.60E+17,2010-04-01,1,영업/정상,0,정상,031-533-5065,경기도 포천시 영중면 금주리 905-5,경기도 포천시 영중면 호국로 2558,11131,라임동물병원,2022-12-28 14:45,U,2022-12-31 2:40,220819.7579,494022.6164
5999,5700000,4.11E+17,1997-04-05,1,영업/정상,0,정상,883-6363,경기도 여주시 홍문동 72번지,"경기도 여주시 세종로 27-1, 푸른동물병원 (홍문동)",12628,푸른동물병원,2019-11-22 10:11,U,2019-11-24 2:40,256396.8825,421672.4022
6000,3830000,3.83E+17,2013-01-17,1,영업/정상,0,정상,031-381-8275,경기도 안양시 동안구 관양동 1406번지 1층,"경기도 안양시 동안구 관악대로 317-4, 1층 (관양동)",13937,디아나동물병원,2019-01-14 15:54,U,2019-06-18 2:40,196213.2,433510.3306
6001,3830000,3.83E+17,2013-03-05,1,영업/정상,0,정상,031-425-3403,경기도 안양시 동안구 평촌동 72-9번지 평촌메가타운 103호,"경기도 안양시 동안구 흥안대로 458, 1층 103호 (평촌동, 평촌메가타운)",14061,평촌나무동물병원,2019-01-14 15:55,U,2019-06-18 2:40,197819.9516,432540.0081
6002,3830000,3.83E+17,2013-05-07,1,영업/정상,0,정상,031-426-0075,경기도 안양시 동안구 관양동 1504-7,"경기도 안양시 동안구 흥안대로 495, 1층 (관양동)",13951,인덕원종합동물병원,2023-02-07 7:40,U,2023-02-09 2:40,197845.3451,432909.5011
6003,3830000,3.83E+17,2013-05-14,1,영업/정상,0,정상,031-388-7588,경기도 안양시 동안구 관양동 1403-5번지,경기도 안양시 동안구 관평로 314 (관양동),13937,테라리움동물병원,2019-01-14 15:59,U,2019-06-18 2:40,196179.5726,433594.7337
6004,3830000,3.83E+17,2013-12-09,1,영업/정상,0,정상,031-425-7512,경기도 안양시 동안구 관양동 1725-1번지 스마트프라자 207호,"경기도 안양시 동안구 동편로 6, 207호 (관양동, 스마트프라자)",13929,씨엘동물병원,2020-06-02 13:33,U,2020-06-04 2:40,197405.2811,433738.6824
6005,3830000,3.83E+17,2014-02-17,1,영업/정상,0,정상,031-345-7582,경기도 안양시 동안구 관양동 1693-11번지,경기도 안양시 동안구 동편로183번길 14 (관양동),13930,굿닥터동물병원,2019-01-14 16:01,U,2019-06-18 2:40,197308.9916,433835.9384
6006,3830000,3.83E+17,2014-02-18,1,영업/정상,0,정상,031-465-0907,경기도 안양시 동안구 비산동 580-2 2층,"경기도 안양시 동안구 경수대로 833, 2층 (비산동)",14039,쇼독동물병원,2023-03-02 8:54,U,2023-03-04 2:40,,
6007,3830000,3.83E+17,2014-04-10,1,영업/정상,0,정상,031-689-5975,"경기도 안양시 동안구 평촌동 922-1 , 평촌동 916","경기도 안양시 동안구 평촌대로 124, , 귀인로190번길 39 (평촌동)",14103,다온동물병원,2023-02-10 8:05,U,2023-02-12 2:40,196449.7332,431270.1816
6008,5600000,5.60E+17,2011-02-17,1,영업/정상,0,정상,031)536-8388,경기도 포천시 군내면 하성북리 724-3번지,경기도 포천시 군내면 호국로 1628,11151,한강동물병원,2019-05-17 16:15,U,2019-05-19 2:40,218159.4447,488426.9983
6009,5600000,5.60E+17,2012-06-04,1,영업/정상,0,정상,315569008,경기도 포천시 관인면 탄동리 533-8번지,경기도 포천시 관인면 창동로 1841,11101,한별피그크리닉,2019-02-18 11:16,U,2019-02-20 2:40,222020.471,517144.5195
6010,5600000,5.60E+17,2013-08-16,1,영업/정상,0,정상,,경기도 포천시 영중면 양문리 772-4,경기도 포천시 영중면 양문로 94,11129,바이웰동물병원,2022-02-10 10:50,U,2022-02-12 2:40,221272.7256,499837.0376
6011,5600000,5.60E+17,2013-11-29,1,영업/정상,0,정상,031-544-0275,경기도 포천시 소흘읍 송우리 93-7번지,경기도 포천시 소흘읍 솔모루로 118,11174,사랑종합동물병원,2016-06-21 11:35,I,2018-08-31 23:59,213098.1433,480983.704
6012,5700000,4.11E+17,2009-05-19,1,영업/정상,0,정상,,경기도 여주시 강천면 간매리 272-11번지,경기도 여주시 강천면 강문로 590,12616,여주동물병원,2017-08-01 13:49,I,2018-08-31 23:59,263183.7743,419145.3746
6013,4070000,4.07E+17,2003-01-22,1,영업/정상,0,정상,,경기도 이천시 중리동 208-7,경기도 이천시 남천로 65 (중리동),,경기동물전문병원,2023-03-10 13:07,U,2023-03-12 2:40,239361.7601,419558.8643
6014,4070000,4.07E+17,2003-01-22,1,영업/정상,0,정상,031-634-3030,경기도 이천시 중리동 208-8,경기도 이천시 남천로 63-1 (중리동),,중부  「산업동물에 대한 출장진료를 전문으로 함」,2023-03-10 13:08,U,2023-03-12 2:40,239348.3143,419559.6554
6015,4070000,4.07E+17,2003-01-22,1,영업/정상,0,정상,,경기도 이천시 갈산동 85-4,경기도 이천시 구만리로 325 (갈산동),,태성,2023-03-10 13:09,U,2023-03-12 2:40,241311.6149,419992.8299
6016,4070000,4.07E+17,2003-05-29,1,영업/정상,0,정상,031-642-7582~3,경기도 이천시 마장면 오천리 428-12,"경기도 이천시 마장면 마장로 16, 마장타워 1층 109호",17387,헤세드동물병원,2022-12-23 15:33,U,2022-12-25 2:40,231332.1695,416862.8126
6017,4070000,4.07E+17,2004-06-04,1,영업/정상,0,정상,634-0052,경기도 이천시 창전동 461-14,경기도 이천시 영창로 246 (창전동),17370,우리동물병원,2022-05-23 15:51,U,2022-05-25 2:40,239827.2634,419924.4868
6018,4070000,4.07E+17,2005-02-21,1,영업/정상,0,정상,637-7762,경기도 이천시 단월동 555-3,경기도 이천시 단월로 17-13 (단월동),,홍익동물병원,2022-10-21 17:44,U,2022-10-23 2:40,239843.8378,413199.7226
6019,4070000,4.07E+17,2006-03-07,1,영업/정상,0,정상,643-7582,경기도 이천시 장호원읍 장호원리 392-2번지,경기도 이천시 장호원읍 서동대로8809번길 22-5,17421,다산동물병원 「산업동물에 대한 출장진료를 전문으로 함」,2013-04-05 14:32,I,2018-08-31 23:59,254534.4645,401772.1456
6020,4070000,4.07E+17,2009-11-10,1,영업/정상,0,정상,636-7582,경기도 이천시 진리동 50-2번지,경기도 이천시 경충대로 2486 (진리동),17378,행복한 동물병원,2019-08-13 10:52,U,2019-08-15 2:40,240314.9422,418943.8765
6021,4070000,4.07E+17,2010-06-07,1,영업/정상,0,정상,031-632-3836,경기도 이천시 모가면 진가리 157-1번지,경기도 이천시 모가면 진상미로 1324,17408,우리소 동물병원 『산업동물에 대한 출장진료를 전문으로 함』,2016-05-09 10:32,I,2018-08-31 23:59,242570.6455,408160.3377
6022,5700000,4.11E+17,2012-07-27,1,영업/정상,0,정상,,경기도 여주시 홍문동 231,경기도 여주시 홍문동 세종로 68-17,12627,강산동물병원,2023-01-05 10:54,U,2023-01-07 2:40,256175.3128,421294.2486
6023,4070000,4.07E+17,2011-09-01,1,영업/정상,0,정상,031-635-7620,경기도 이천시 대월면 사동리 30-1,경기도 이천시 대월면 대월로 940,,PMC,2023-03-10 13:11,U,2023-03-12 2:40,243991.8705,415302.0539
6024,4070000,4.07E+17,2012-01-20,1,영업/정상,0,정상,031-632-7582,경기도 이천시 부발읍 신하리 434-18번지,경기도 이천시 부발읍 경충대로 2260,17327,고방동물병원,2016-05-09 14:15,I,2018-08-31 23:59,242143.5404,417767.7433
6025,4070000,4.07E+17,2012-04-09,1,영업/정상,0,정상,031-632-7510,경기도 이천시 증포동 146-1,경기도 이천시 이섭대천로 1342 (증포동),17352,이천동물의료센터,2023-01-22 16:03,U,2023-01-26 2:40,240059.1424,420767.8991
6026,4070000,4.07E+17,2012-07-31,1,영업/정상,0,정상,031-643-0010,경기도 이천시 장호원읍 진암리 5-5번지,경기도 이천시 장호원읍 장감로 23,17419,장호원동물병원,2012-07-31 17:12,I,2018-08-31 23:59,255504.528,401777.8495
6027,5700000,5.70E+17,2018-02-01,1,영업/정상,0,정상,,경기도 여주시 교동 16-1,경기도 여주시 세종로237번길 1 (교동),12651,사랑동물병원,2021-04-30 15:18,U,2021-05-02 2:40,256506.9484,419692.4687
6028,3830000,3.83E+17,2014-04-10,1,영업/정상,0,정상,031-473-1275,경기도 안양시 만안구 석수동 417-3번지 석수두산위브아파트 상가동 2동 104호,"경기도 안양시 만안구 연현로 109, 2동 104호 (석수동, 석수두산위브아파트 상가동)",13902,석수동물병원,2019-01-14 16:04,U,2019-06-18 2:40,,
6029,3830000,3.83E+17,2015-02-17,1,영업/정상,0,정상,031-455-7588,"경기도 안양시 동안구 호계동 873번지 덕유파크 123호, 215호","경기도 안양시 동안구 경수대로 428 (호계동, 덕유파크 123호, 215호)",14126,동주동물병원,2019-01-14 16:05,U,2019-06-18 2:40,196609.7503,428912.3067
6030,3830000,3.83E+17,2016-01-04,1,영업/정상,0,정상,031-385-7676,경기도 안양시 동안구 호계동 923,"경기도 안양시 동안구 경수대로 707, 1층 (호계동)",14078,안양펫동물병원,2020-10-28 11:19,U,2020-10-30 2:40,195605.7932,431405.7862
6031,3830000,3.83E+17,2016-07-01,1,영업/정상,0,정상,031-381-7512,경기도 안양시 동안구 비산동 411-8 (주)리홈 안양이마트 2층,"경기도 안양시 동안구 관악대로 104, 2층 (비산동, 리홈안양이마트)",13954,위즈펫동물병원,2020-12-21 15:36,U,2020-12-23 2:40,,
6032,3830000,3.83E+17,2016-09-28,1,영업/정상,0,정상,031-381-0166,경기도 안양시 동안구 비산동 1165번지,"경기도 안양시 동안구 관악대로 167, 1층 (비산동, 비산 이편한세상 상가동)",13926,이룸동물병원,2016-09-28 15:29,I,2018-08-31 23:59,194842.3914,433091.8324
6033,3830000,3.83E+17,2016-11-14,1,영업/정상,0,정상,031-426-8661,"경기도 안양시 동안구 관양동 1719 1층 107,108호","경기도 안양시 동안구 동편로27번길 7, 1층 107,108호 (관양동)",13929,동편동물병원,2022-03-21 15:55,U,2022-03-23 2:40,197461.7976,433843.4787
6034,5700000,4.11E+17,1978-03-15,1,영업/정상,0,정상,885-3347,경기도 여주시 창동 111-3번지,"경기도 여주시 여흥로 97, 중앙동물병원 (창동)",12622,중앙동물병원,2019-11-22 10:08,U,2019-11-24 2:40,256160.5198,421725.0089
6035,5700000,4.11E+17,1992-11-21,1,영업/정상,0,정상,883-6615,경기도 여주시 하동 200-2번지,"경기도 여주시 청심로 121-7, 태성진동물병원 (하동)",12619,태성진동물병원,2019-11-22 10:10,U,2019-11-24 2:40,256120.6182,422081.555
6036,3830000,3.83E+17,2016-12-20,1,영업/정상,0,정상,031-421-7579,"경기도 안양시 동안구 평촌동 897 평촌칼라힐주차빌딩 129,130,131호","경기도 안양시 동안구 시민대로 312, 129,130,131호 (평촌동, 평촌칼라힐주차빌딩)",14065,넬에이엠씨,2023-02-01 7:27,U,2023-02-03 2:40,196822.12,432554.707
6037,5700000,4.11E+17,1996-03-26,1,영업/정상,0,정상,883-2802,경기도 여주시 오학동 358-2번지 1동,"경기도 여주시 오학동 강변북로 42, 1동",12639,세종가축병원,2013-05-14 13:41,I,2018-08-31 23:59,257193.1827,422395.6348
6038,5700000,4.11E+17,1997-01-09,1,영업/정상,0,정상,886-7582,경기도 여주시 하동 132-22번지,경기도 여주시 여흥로33번길 5 (하동),12623,그린축산동물병원,2015-11-13 9:09,I,2018-08-31 23:59,255609.8919,422065.5946
6039,5700000,4.11E+17,2003-08-20,1,영업/정상,0,정상,031-883-3030,경기도 여주시 하동 394-8,경기도 여주시 청심로 99 (하동),12619,백산동물병원,2023-02-16 11:04,U,2023-02-18 2:40,255921.8447,422138.4284
6040,3320000,3.32E+17,2019-05-15,1,영업/정상,0,정상,513619975,부산광역시 북구 화명동 2275-2번지 대성빌딩,"부산광역시 북구 화명대로 20, 대성빌딩 101호 (화명동)",46527,토브동물병원,2019-05-15 9:13,I,2019-05-17 2:20,382914.8557,194677.2367
6041,4070000,4.07E+17,2019-04-04,1,영업/정상,0,정상,031-638-8803,경기도 이천시 마장면 표교리 63-4번지,경기도 이천시 마장면 중부대로 645,17384,비포유동물병원,2019-04-29 17:35,U,2019-05-01 2:40,236078.1082,416893.5678
6042,3820000,3.82E+17,2019-04-04,1,영업/정상,0,정상,031-876-7582,경기도 의정부시 의정부동 140-15번지,"경기도 의정부시 평화로 508, 1층 (의정부동)",11697,바라다동물병원,2019-04-04 9:30,I,2019-04-06 2:20,204161.8562,470551.79
6043,5350000,5.35E+17,2019-06-07,1,영업/정상,0,정상,,경상남도 김해시 율하동 1352-1번지,경상남도 김해시 율하1로 110 (율하동),51018,그랜드 동물병원,2019-06-07 16:57,I,2019-06-09 2:21,365333.6582,187465.5993
6044,4050000,5.63E+17,2019-06-12,1,영업/정상,0,정상,031-546-0942,경기도 용인시 기흥구 중동 851-2번지,"경기도 용인시 기흥구 동백3로11번길 9, 201호 (중동)",17006,24시 블레스동물메디컬센터,2020-05-13 14:27,U,2020-05-15 2:40,213495.832,418649.685
6045,4470000,4.47E+17,2019-06-07,1,영업/정상,0,정상,043-882-8975,충청북도 음성군 금왕읍 무극리 356-12번지,충청북도 음성군 금왕읍 음성로 1203,27628,테오종합동물병원,2019-06-07 16:01,I,2019-06-09 2:21,253182.9698,388455.6002
